x,y,z,ax,ay,az,id
0.7323100566864010,-71.86516571044920,2.0279297828674300,0.7185544371604920,-71.4538803100586,2.0046632289886500,24
0.6224143505096440,-71.48139190673830,2.004210948944090,0.6087375283241270,-71.0694351196289,2.003030776977540,25
0.5125725269317630,-71.09685516357420,2.002579689025880,0.4993283450603490,-70.68547058105470,2.023883104324340,26
0.40313830971717800,-70.71280670166020,2.023435354232790,0.39066627621650700,-70.30315399169920,2.0673224925994900,27
0.2944512367248540,-70.33039855957030,2.0668833255767800,0.2831130027771000,-69.92376708984380,2.1332085132598900,28
0.18687325716018700,-69.950927734375,2.1327829360961900,0.17699307203292800,-69.54845428466800,2.2211625576019300,29
0.08072914183139800,-69.57553100585940,2.2207553386688200,0.0726117342710495,-69.1783218383789,2.3305585384368900,30
-0.023675570264458700,-69.20531463623050,2.3301737308502200,-0.029758363962173500,-68.8143539428711,2.4605493545532200,31
-0.12606807053089100,-68.84127044677730,2.460190773010250,-0.12990105152130100,-68.45734405517580,2.6101837158203100,32
-0.22623203694820400,-68.48418426513670,2.609854221343990,-0.22763259708881400,-68.10800170898440,2.7783000469207800,33
-0.32398366928100600,-68.134765625,2.7780020236969000,-0.3228262662887570,-67.76678466796880,2.9637606143951400,34
-0.41919612884521500,-67.79348754882810,2.9634957313537600,-0.41539427638053900,-67.43408966064450,3.1653029918670700,35
-0.511781632900238,-67.4607162475586,3.165072441101070,-0.5052908658981320,-67.110107421875,3.3817265033721900,36
-0.6016944646835330,-67.13668060302730,3.381531000137330,-0.5925057530403140,-66.794921875,3.611828327178960,37
-0.6889244318008420,-66.82144165039060,3.611668109893800,-0.6770271062850950,-66.4886245727539,3.854588747024540,38
-0.77345871925354,-66.51509857177730,3.8544623851776100,-0.7595053911209110,-66.18907928466800,4.106410980224610,39
-0.8559437394142150,-66.21553039550780,4.106296539306640,-0.8417750597000120,-65.89022064208980,4.359145641326900,40
-0.9382145404815670,-65.91666412353520,4.35902738571167,-0.9240419864654540,-65.59134674072270,4.611879825592040,41
-1.0204825401306200,-65.61779022216800,4.611757755279540,-1.0063062906265300,-65.29246520996090,4.864614486694340,42
-1.102747917175290,-65.31890869140630,4.864488124847410,-1.0885679721832300,-64.99359893798830,5.117349624633790,43
-1.1850106716156000,-65.02003479003910,5.117218971252440,-1.1708266735076900,-64.6947250366211,5.370084762573240,44
-1.2672706842422500,-64.72116088867190,5.3699493408203100,-1.2530828714370700,-64.39585876464840,5.622819900512700,45
-1.3495280742645300,-64.42228698730470,5.622679710388180,-1.3353362083435100,-64.09698486328130,5.875555515289310,46
-1.431782841682430,-64.12340545654300,5.875410556793210,-1.4175870418548600,-63.7981071472168,6.128291130065920,47
-1.5140349864959700,-63.824527740478500,6.128140926361080,-1.4998351335525500,-63.499237060546900,6.381027698516850,48
-1.5962845087051400,-63.52565002441410,6.380871772766110,-1.582080602645870,-63.20036697387700,6.633763790130620,49
-1.6785314083099400,-63.22677230834960,6.633602142333980,-1.6643234491348300,-62.901493072509800,6.886499881744390,50
-1.7607758045196500,-62.927886962890600,6.886332988739010,-1.7465640306472800,-62.60261535644530,7.139236927032470,51
-1.843017578125,-62.62900924682620,7.139063358306890,-1.8288016319274900,-62.30373764038090,7.391973495483400,52
-1.9252569675445600,-62.33012771606450,7.391793727874760,-1.9110368490219100,-62.00486373901370,7.644711017608640,53
-2.007493734359740,-62.031246185302700,7.644525051116940,-1.993269443511960,-61.705989837646500,7.897449016571050,54
-2.0897278785705600,-61.732364654541000,7.8972554206848100,-2.0754997730255100,-61.407108306884800,8.150186538696290,55
-2.17195987701416,-61.43347930908200,8.149986267089840,-2.1577277183532700,-61.10822677612310,8.402923583984380,56
-2.2541897296905500,-61.13459014892580,8.402716636657720,-2.239952802658080,-60.80935287475590,8.655661582946780,57
-2.336416721343990,-60.83570861816410,8.655447006225590,-2.3221757411956800,-60.510467529296900,8.90839958190918,58
-2.4186413288116500,-60.53682327270510,8.908177375793460,-2.4043960571289100,-60.21159362792970,9.161138534545900,59
-2.500863552093510,-60.23793411254880,9.160908699035650,-2.4866139888763400,-59.912715911865200,9.4138765335083,60
-2.583083391189580,-59.93905258178710,9.413639068603520,-2.5688295364379900,-59.61383056640630,9.66661548614502,61
-2.6653008460998500,-59.64016342163090,9.666369438171390,-2.651042938232420,-59.3149528503418,9.919354438781740,62
-2.74751615524292,-59.341270446777300,9.919100761413570,-2.7332539558410600,-59.016075134277300,10.172093391418500,63
-2.8297290802002000,-59.042388916015600,10.171831130981400,-2.815462350845340,-58.717193603515600,10.424833297729500,64
-2.9119396209716800,-58.743499755859400,10.424561500549300,-2.8976686000824000,-58.41830825805660,10.677572250366200,65
-2.994148015975950,-58.44460678100590,10.677292823791500,-2.979872941970830,-58.11942672729490,10.930313110351600,66
-3.076354503631590,-58.145721435546900,10.930024147033700,-3.062074899673460,-57.82053756713870,11.183052062988300,67
-3.1585581302642800,-57.846824645996100,11.182754516601600,-3.1442739963531500,-57.52165985107420,11.435792922973600,68
-3.24075984954834,-57.547935485839800,11.43548583984380,-3.226471185684200,-57.222774505615200,11.688532829284700,69
-3.3229591846466100,-57.24904251098630,11.688216209411600,-3.308666467666630,-56.92388916015630,11.94127368927000,70
-3.4051568508148200,-56.95014953613280,11.940947532653800,-3.3908591270446800,-56.62500762939450,12.194014549255400,71
-3.487351894378660,-56.6512565612793,12.19367790222170,-3.4730498790741000,-56.32611846923830,12.446755409240700,72
-3.569544792175290,-56.35236358642580,12.446409225463900,-3.555238723754880,-56.0272331237793,12.699496269226100,73
-3.65173602104187,-56.053466796875,12.699139595031700,-3.637425184249880,-55.72834777832030,12.952238082885700,74
-3.7339248657226600,-55.75457763671880,12.951870918273900,-3.7196097373962400,-55.42946243286130,13.20497989654540,75
-3.8161113262176500,-55.4556770324707,13.204602241516100,-3.8017916679382300,-55.13057327270510,13.457720756530800,76
-3.8982958793640100,-55.15678024291990,13.457332611084000,-3.883971929550170,-54.831687927246100,13.710463523864700,77
-3.9804787635803200,-54.85788345336910,13.710063934326200,-3.9661498069763200,-54.532798767089800,13.963205337524400,78
-4.06265926361084,-54.55898666381840,13.96279525756840,-4.048326015472410,-54.23391342163090,14.215948104858400,79
-4.144837856292730,-54.26008987426760,14.215526580810500,-4.130500316619870,-53.935020446777300,14.468689918518100,80
-4.227014541625980,-53.96118927001950,14.468256950378400,-4.212671756744390,-53.63613510131840,14.72143268585210,81
-4.309189319610600,-53.66229248046880,14.720988273620600,-4.294842720031740,-53.33723831176760,14.974176406860400,82
-4.391362190246580,-53.36338806152340,14.973719596862800,-4.377010822296140,-53.038352966308600,15.226919174194300,83
-4.4735331535339400,-53.06448745727540,15.22645092010500,-4.459177494049070,-52.739463806152300,15.479662895202600,84
-4.555702209472660,-52.765586853027300,15.479182243347200,-4.541341781616210,-52.44056701660160,15.732405662536600,85
-4.637869834899900,-52.46669006347660,15.731913566589400,-4.623504161834720,-52.14167785644530,15.985149383544900,86
-4.720034599304200,-52.167789459228500,15.984644889831500,-4.70566463470459,-51.84279251098630,16.237892150878900,87
-4.8021979331970200,-51.86888885498050,16.237375259399400,-4.787823677062990,-51.54389572143560,16.490636825561500,88
-4.884359359741210,-51.569984436035200,16.4901065826416,-4.869980812072750,-51.2450065612793,16.74338150024410,89
-4.966519355773930,-51.27108383178710,16.74283790588380,-4.9521355628967300,-50.94611358642580,16.996124267578100,90
-5.04867696762085,-50.9721794128418,16.995569229126000,-5.0342888832092300,-50.647220611572300,17.24886703491210,91
-5.130833148956300,-50.673274993896500,17.24829864501950,-5.116440773010250,-50.34832763671880,17.501615524292000,92
-5.212987899780270,-50.37437057495120,17.501033782959000,-5.1985907554626500,-50.049434661865200,17.75436019897460,93
-5.295140743255620,-50.075462341308600,17.75376319885250,-5.280738353729250,-49.75053787231450,18.007104873657200,94
-5.377291679382320,-49.77655792236330,18.00649642944340,-5.362884521484380,-49.4516487121582,18.259849548339800,95
-5.4594407081604,-49.477657318115200,18.259227752685500,-5.4450297355651900,-49.15275192260740,18.512596130371100,96
-5.54158878326416,-49.178749084472700,18.511959075927700,-5.527173042297360,-48.853858947753900,18.765338897705100,97
-5.623734474182130,-48.879844665527300,18.764690399169900,-5.60931396484375,-48.55495834350590,19.018083572387700,98
-5.705879211425780,-48.580936431884800,19.01742172241210,-5.69145393371582,-48.256065368652300,19.27083396911620,99
-5.788022041320800,-48.28202819824220,19.270156860351600,-5.7735915184021,-47.95717239379880,19.52358055114750,100
-5.8701629638671900,-47.983123779296900,19.522886276245100,-5.8557281494140600,-47.65827560424810,19.776323318481400,101
-5.9523024559021,-47.6842155456543,19.775617599487300,-5.937862873077390,-47.359378814697300,20.029069900512700,102
-6.034440517425540,-47.38530731201170,20.02834701538090,-6.019996643066410,-47.06047821044920,20.281818389892600,103
-6.1165771484375,-47.086395263671900,20.281082153320300,-6.102128505706790,-46.76157760620120,20.534563064575200,104
-6.198712348937990,-46.7874870300293,20.533811569213900,-6.184258937835690,-46.46268844604490,20.787311553955100,105
-6.280845642089840,-46.48857879638670,20.786544799804700,-6.266387939453130,-46.163787841796900,21.04006004333500,106
-6.362977981567380,-46.189666748046900,21.039278030395500,-6.348515033721920,-45.86488723754880,21.292808532714800,107
-6.445108413696290,-45.8907585144043,21.292009353637700,-6.430641174316410,-45.56599044799810,21.545551300048800,108
-6.527237892150880,-45.59184646606450,21.54473876953130,-6.512765884399410,-45.26709747314450,21.798301696777300,109
-6.609365463256840,-45.292938232421900,21.797473907470700,-6.594888687133790,-44.968196868896500,22.051048278808600,110
-6.691491603851320,-44.994022369384800,22.050203323364300,-6.677010536193850,-44.66929626464840,22.303796768188500,111
-6.773616790771480,-44.69511032104490,22.30293846130370,-6.759130954742430,-44.370399475097700,22.556543350219700,112
-6.855741024017330,-44.39619827270510,22.5556697845459,-6.841249942779540,-44.07149887084960,22.809293746948200,113
-6.937862873077390,-44.0972900390625,22.80840301513670,-6.923367500305180,-43.77259826660160,23.062040328979500,114
-7.019983768463140,-43.79837417602540,23.061134338378900,-7.005483150482180,-43.473697662353500,23.314788818359400,115
-7.102102756500240,-43.49946212768560,23.313867568969700,-7.08759880065918,-43.17479705810550,23.56753921508790,116
-7.1842217445373500,-43.2005500793457,23.566598892211900,-7.169713020324710,-42.87590026855470,23.820287704467800,117
-7.26633882522583,-42.90163803100590,23.819332122802700,-7.251824855804440,-42.577003479003900,24.073036193847700,118
-7.348454475402830,-42.602718353271500,24.072063446044900,-7.3339362144470200,-42.278099060058600,24.32578468322750,119
-7.430569171905520,-42.303810119628900,24.324796676635700,-7.416046142578130,-41.97919845581060,24.57853126525880,120
-7.512682914733890,-42.0048942565918,24.577529907226600,-7.498155117034910,-41.680294036865200,24.831283569335900,121
-7.594794750213620,-41.70597839355470,24.830263137817400,-7.580262660980230,-41.38139724731450,25.084033966064500,122
-7.676906108856200,-41.40706253051760,25.082996368408200,-7.662369728088380,-41.08249282836910,25.336782455444300,123
-7.759016036987310,-41.108150482177700,25.33572769165040,-7.744474411010740,-40.783592224121100,25.58953285217290,124
-7.841125011444090,-40.809234619140600,25.588459014892600,-7.826578617095950,-40.48468780517580,25.842283248901400,125
-7.9232330322265600,-40.510318756103500,25.84119415283200,-7.908682346343990,-40.185787200927700,26.095033645629900,126
-8.005339622497560,-40.211402893066400,26.09392738342290,-7.990784168243410,-39.88688659667970,26.3477840423584,127
-8.087445259094240,-39.9124870300293,26.34665870666500,-8.072884559631350,-39.587982177734400,26.600534439086900,128
-8.169548988342290,-39.61356735229490,26.599393844604500,-8.154983520507810,-39.28908157348630,26.85328483581540,129
-8.251652717590330,-39.31464767456060,26.852127075195300,-8.23708438873291,-38.990177154541000,27.106035232543900,130
-8.333755493164060,-39.0157356262207,27.1048583984375,-8.319181442260740,-38.69127655029300,27.35878562927250,131
-8.41585636138916,-38.716819763183600,27.357593536377000,-8.401278495788570,-38.39236831665040,27.61153793334960,132
-8.497957229614260,-38.41790008544920,27.610328674316400,-8.48337459564209,-38.093467712402300,27.864288330078100,133
-8.580057144165040,-38.11898422241210,27.863059997558600,-8.565469741821290,-37.79456329345700,28.117040634155300,134
-8.662155151367190,-37.820064544677700,28.11579132080080,-8.647563934326170,-37.49565887451170,28.36979103088380,135
-8.744253158569340,-37.52114486694340,28.368526458740200,-8.729657173156740,-37.19675827026370,28.622539520263700,136
-8.826350212097170,-37.22222900390630,28.621259689331100,-8.811748504638670,-36.897850036621100,28.875293731689500,137
-8.908446311950680,-36.923309326171900,28.873991012573200,-8.893841743469240,-36.59894561767580,29.12804412841800,138
-8.990540504455570,-36.6243896484375,29.126726150512700,-8.975932121276860,-36.300045013427700,29.380796432495100,139
-9.072635650634770,-36.32547378540040,29.379459381103500,-9.058021545410160,-36.00114059448240,29.633548736572300,140
-9.154728889465330,-36.02655029296880,29.6321964263916,-9.14011001586914,-35.70223617553710,29.88629913330080,141
-9.236821174621580,-35.727630615234400,29.88492774963380,-9.222198486328130,-35.40332794189450,30.13905143737790,142
-9.318912506103520,-35.428714752197300,30.137659072876000,-9.30428695678711,-35.104427337646500,30.39180564880370,143
-9.401004791259770,-35.12979507446290,30.390396118164100,-9.386373519897460,-34.805519104003900,30.64455795288090,144
-9.483095169067380,-34.830875396728500,30.643129348754900,-9.468459129333500,-34.506614685058600,30.897308349609400,145
-9.565184593200680,-34.53195571899410,30.895864486694300,-9.550543785095220,-34.20771026611330,31.15006446838380,146
-9.647273063659670,-34.233036041259800,31.148597717285200,-9.632628440856930,-33.908809661865200,31.402816772460900,147
-9.729361534118650,-33.93411636352540,31.401329040527300,-9.714713096618650,-33.60989761352540,31.655569076538100,148
-9.81144905090332,-33.635196685791000,31.65406608581540,-9.796796798706060,-33.31099319458010,31.9083194732666,149
-9.893536567687990,-33.336273193359400,31.90679931640630,-9.878878593444820,-33.012088775634800,32.161075592041000,150
-9.975622177124020,-33.037353515625,32.1595344543457,-9.960959434509280,-32.71318435668950,32.4138298034668,151
-10.057707786560100,-32.738433837890600,32.412269592285200,-10.043042182922400,-32.41427993774410,32.66658020019530,152
-10.139793395996100,-32.43951416015630,32.665000915527300,-10.125123023986800,-32.1153678894043,32.919334411621100,153
-10.221878051757800,-32.14059066772460,32.9177360534668,-10.20720386505130,-31.81646728515630,33.172088623046900,154
-10.303961753845200,-31.841670989990200,33.170467376709000,-10.289283752441400,-31.517559051513700,33.424842834472700,155
-10.3860445022583,-31.542749404907200,33.4232063293457,-10.371362686157200,-31.218656539917000,33.67759704589840,156
-10.468128204345700,-31.24382781982420,33.67593765258790,-10.453441619873000,-30.919748306274400,33.93034744262700,157
-10.550210952758800,-30.94490623474120,33.92867660522460,-10.535520553588900,-30.6208438873291,34.18309783935550,158
-10.632293701171900,-30.64598846435550,34.1814079284668,-10.617597579956100,-30.321937561035200,34.435855865478500,159
-10.714374542236300,-30.347063064575200,34.43414306640630,-10.699675559997600,-30.02303123474120,34.6886100769043,160
-10.796456336975100,-30.04814338684080,34.6868782043457,-10.781753540039100,-29.72412872314450,34.94136428833010,161
-10.87853717803960,-29.749221801757800,34.939613342285200,-10.863829612731900,-29.42521858215330,35.19411849975590,162
-10.960617065429700,-29.450298309326200,35.19234848022460,-10.945905685424800,-29.126314163208000,35.44687271118160,163
-11.042696952819800,-29.15138053894040,35.44508361816410,-11.027981758117700,-28.827407836914100,35.69962692260740,164
-11.124776840210000,-28.852455139160200,35.697818756103500,-11.110057830810500,-28.528499603271500,35.95237731933590,165
-11.206856727600100,-28.55353355407720,35.9505500793457,-11.192132949829100,-28.229591369628900,36.205135345459000,166
-11.288935661315900,-28.25461196899410,36.20328903198240,-11.274209022522000,-27.930688858032200,36.457889556884800,167
-11.371014595031700,-27.9556884765625,36.456024169921900,-11.356283187866200,-27.631784439086900,36.71064758300780,168
-11.453092575073200,-27.656768798828100,36.70875930786130,-11.43835735321050,-27.332876205444300,36.96339797973630,169
-11.535170555114700,-27.357847213745100,36.96149444580080,-11.520431518554700,-27.03396987915040,37.216156005859400,170
-11.61724853515630,-27.05892562866210,37.214229583740200,-11.602505683898900,-26.735063552856400,37.468910217285200,171
-11.699326515197800,-26.7600040435791,37.46696472167970,-11.68458080291750,-26.436155319213900,37.72166442871090,172
-11.781404495239300,-26.461078643798800,37.71969985961910,-11.766654014587400,-26.137248992919900,37.97441864013670,173
-11.863481521606400,-26.162160873413100,37.972434997558600,-11.848727226257300,-25.83834457397460,38.227176666259800,174
-11.945558547973600,-25.863235473632800,38.22517776489260,-11.93079948425290,-25.539438247680700,38.47993469238280,175
-12.02763557434080,-25.564315795898400,38.477909088134800,-12.012873649597200,-25.24053192138670,38.732688903808600,176
-12.109712600708000,-25.26539421081540,38.73064422607420,-12.094947814941400,-24.941625595092800,38.985443115234400,177
-12.191789627075200,-24.966472625732400,38.98337936401370,-12.177021026611300,-24.642719268798800,39.238197326660200,178
-12.273866653442400,-24.66754913330080,39.236114501953100,-12.25909423828130,-24.34381103515630,39.49094772338870,179
-12.35594367980960,-24.368627548217800,39.48884963989260,-12.341166496276900,-24.04490852355960,39.74370574951170,180
-12.438020706176800,-24.069705963134800,39.74158477783200,-12.423240661621100,-23.746000289917000,39.996463775634800,181
-12.520096778869600,-23.770784378051800,39.99432373046880,-12.505313873291000,-23.44709587097170,40.24921798706060,182
-12.602173805236800,-23.471864700317400,40.2470588684082,-12.587387084960900,-23.148189544677700,40.501976013183600,183
-12.684250831604000,-23.17293930053710,40.49979019165040,-12.669459342956500,-22.84928321838380,40.754730224609400,184
-12.766326904296900,-22.874019622802700,40.75252914428710,-12.751533508300800,-22.550376892089800,41.00748825073240,185
-12.848403930664100,-22.575098037719700,41.00526809692380,-12.833606719970700,-22.251468658447300,41.26023864746090,186
-12.93048095703130,-22.27617645263670,41.25800323486330,-12.915679931640600,-21.952566146850600,41.512996673584000,187
-13.012557983398400,-21.977256774902300,41.510738372802700,-12.997754096984900,-21.65365982055660,41.76575469970700,188
-13.094635009765600,-21.67833137512210,41.76347351074220,-13.079828262329100,-21.354751586914100,42.01851272583010,189
-13.176712989807100,-21.379411697387700,42.016212463378900,-13.161900520324700,-21.05584716796880,42.27126693725590,190
-13.258790016174300,-21.080490112304700,42.26894760131840,-13.243976593017600,-20.75694465637210,42.524017333984400,191
-13.34086799621580,-20.78156852722170,42.52168273925780,-13.326050758361800,-20.458036422729500,42.77677917480470,192
-13.422945976257300,-20.482648849487300,42.774417877197300,-13.408124923706100,-20.15913200378420,43.02953338623050,193
-13.505023956298800,-20.183727264404300,43.027156829834000,-13.49020004272460,-19.860227584838900,43.28228759765630,194
-13.587101936340300,-19.884807586669900,43.27989196777340,-13.572275161743200,-19.56131935119630,43.53504943847660,195
-13.669180870056200,-19.585886001586900,43.53262710571290,-13.654349327087400,-19.26241683959960,43.787803649902300,196
-13.751258850097700,-19.28696632385250,43.78536605834960,-13.73642635345460,-18.96350860595700,44.040557861328100,197
-13.833338737487800,-18.98804473876950,44.03810501098630,-13.818500518798800,-18.66460609436040,44.29331588745120,198
-13.915417671203600,-18.689123153686500,44.29084014892580,-13.900579452514600,-18.365699768066400,44.54607009887700,199
-13.99749755859380,-18.39020347595220,44.543575286865200,-13.982599258422900,-18.066972732543900,44.79907989501950,200
-14.079519271850600,-18.091468811035200,44.79655075073240,-14.066427230835000,-17.76198387146000,45.044132232666000,201
-14.163305282592800,-17.786632537841800,45.041446685791000,-14.154738426208500,-17.441688537597700,45.26718521118160,202
-14.251551628112800,-17.466562271118200,45.26429748535160,-14.247387886047400,-17.106590270996100,45.46534729003910,203
-14.344132423400900,-17.131711959838900,45.462276458740200,-14.344024658203100,-16.757888793945300,45.636253356933600,204
-14.440693855285600,-16.78327751159670,45.63301467895510,-14.444167137146000,-16.397193908691400,45.77770233154300,205
-14.540757179260300,-16.422863006591800,45.774314880371100,-14.547216415405300,-16.02651596069340,45.88776397705080,206
-14.643723487854000,-16.052478790283200,45.88425064086910,-14.652461051940900,-15.648235321044900,45.96492385864260,207
-14.748884201049800,-15.674495697021500,45.961307525634800,-14.759112358093300,-15.264994621276900,46.008182525634800,208
-14.855451583862300,-15.29155158996580,46.00449752807620,-14.866327285766600,-14.879591941833500,46.01710891723630,209
-14.962584495544400,-14.906438827514600,46.01338577270510,-14.973258972168000,-14.49484920501710,45.99186706542970,210
-15.069437980651900,-14.521971702575700,45.98812484741210,-15.079081535339400,-14.113484382629400,45.933128356933600,211
-15.175187110900900,-14.140864372253400,45.92938995361330,-15.183025360107400,-13.738022804260300,45.84202575683590,212
-15.279064178466800,-13.765639305114700,45.83831024169920,-15.284393310546900,-13.370732307434100,45.72002029418950,213
-15.380372047424300,-13.39856243133550,45.716339111328100,-15.38257122039800,-13.013604164123500,45.56879806518560,214
-15.478496551513700,-13.04162311553960,45.56515884399410,-15.477021217346200,-12.668342590332000,45.390167236328100,215
-15.57289981842040,-12.696527481079100,45.38657760620120,-15.56728458404540,-12.33639907836910,45.18600082397460,216
-15.66312313079830,-12.364727020263700,45.182456970214800,-15.652966499328600,-12.018993377685500,44.95814895629880,217
-15.748771667480500,-12.047442436218300,44.954654693603500,-15.733731269836400,-11.717153549194300,44.70842361450200,218
-15.829506874084500,-11.745704650878900,44.7049674987793,-15.809287071228000,-11.431748390197800,44.43857955932620,219
-15.905038833618200,-11.460384368896500,44.43516540527340,-15.87938404083250,-11.163515090942400,44.150299072265600,220
-15.975115776062000,-11.192219734191900,44.146915435791000,-15.943801879882800,-10.913078308105500,43.84519577026370,221
-16.039518356323200,-10.941837310791000,43.841827392578100,-16.002361297607400,-10.680950164794900,43.52482223510740,222
-16.098064422607400,-10.709754943847700,43.52146911621090,-16.05512046813970,-10.46706771850590,43.191017150878900,223
-16.15081024169920,-10.495918273925800,43.187679290771500,-16.102392196655300,-10.2706880569458,42.84580993652340,224
-16.198068618774400,-10.299586296081500,42.842498779296900,-16.144550323486300,-10.090841293335000,42.491050720214800,225
-16.24021339416500,-10.11978816986080,42.48777770996090,-16.181995391845700,-9.92643928527832,42.128334045410200,226
-16.277645111084000,-9.95543384552002,42.12510299682620,-16.215126037597700,-9.776350021362310,41.75905227661130,227
-16.310762405395500,-9.805392265319820,41.755863189697300,-16.244333267211900,-9.639439582824710,41.38434982299810,228
-16.33995819091800,-9.668527603149410,41.38121032714840,-16.269987106323200,-9.514622688293460,41.005184173584000,229
-16.365598678588900,-9.543754577636720,41.00209426879880,-16.292428970336900,-9.40087890625,40.622337341308600,230
-16.388031005859400,-9.4300537109375,40.61931228637700,-16.311975479126000,-9.297257423400880,40.236473083496100,231
-16.40756607055660,-9.3264741897583,40.23350524902340,-16.328916549682600,-9.20286750793457,39.848121643066400,232
-16.424497604370100,-9.232124328613280,39.84521484375,-16.343515396118200,-9.116907119750980,39.45771026611330,233
-16.4390869140625,-9.146202087402340,39.45487594604490,-16.356014251709000,-9.038640022277830,39.065616607666000,234
-16.451576232910200,-9.067972183227540,39.06284713745120,-16.36663246154790,-8.967379570007320,38.6721305847168,235
-16.46218490600590,-8.996747970581060,38.669429779052700,-16.375572204589800,-8.902509689331060,38.27750015258790,236
-16.471115112304700,-8.931912422180180,38.27486801147460,-16.383012771606400,-8.843470573425290,37.88191604614260,237
-16.478548049926800,-8.872906684875490,37.87936019897460,-16.38912582397460,-8.7897310256958,37.48556137084960,238
-16.48465347290040,-8.819199562072750,37.483070373535200,-16.394065856933600,-8.740816116333010,37.08855056762700,239
-16.489585876464800,-8.770315170288090,37.08614730834960,-16.397974014282200,-8.6962890625,36.69102096557620,240
-16.493486404418900,-8.725818634033200,36.68869400024410,-16.400989532470700,-8.655733108520510,36.29305648803710,241
-16.49649429321290,-8.68529224395752,36.290809631347700,-16.40323257446290,-8.618770599365230,35.89473342895510,242
-16.498729705810500,-8.648358345031740,35.8925666809082,-16.40481948852540,-8.585052490234380,35.496116638183600,243
-16.500308990478500,-8.614667892456060,35.49403381347660,-16.405864715576200,-8.554237365722660,35.097259521484400,244
-16.5013484954834,-8.583879470825200,35.09526443481450,-16.406469345092800,-8.526019096374510,34.69820785522460,245
-16.5019474029541,-8.55568790435791,34.69630432128910,-16.406736373901400,-8.500099182128910,34.299007415771500,246
-16.502208709716800,-8.529793739318850,34.29718780517580,-16.406761169433600,-8.476191520690920,33.899662017822300,247
-16.502227783203100,-8.505912780761720,33.8979377746582,-16.40663719177250,-8.454033851623540,33.50022888183590,248
-16.50209617614750,-8.483778953552250,33.49859619140630,-16.406455993652300,-8.43336009979248,33.1007080078125,249
-16.501909255981400,-8.463129997253420,33.09917449951170,-16.406286239624000,-8.413938522338870,32.70112991333010,250
-16.501733779907200,-8.443732261657720,32.69968795776370,-16.40616798400880,-8.3955659866333,32.301509857177700,251
-16.501609802246100,-8.425382614135740,32.300148010253900,-16.406137466430700,-8.378039360046390,31.901851654052700,252
-16.50157356262210,-8.407877922058110,31.900575637817400,-16.406232833862300,-8.361166954040530,31.502174377441400,253
-16.501663208007800,-8.391027450561520,31.500972747802700,-16.406490325927700,-8.344751358032230,31.102481842041000,254
-16.501914978027300,-8.374632835388180,31.101348876953100,-16.406944274902300,-8.328598976135250,30.702787399292000,255
